symbol,start_date,end_date
GRLLX,2020-01-01,2025-07-10
GRMN,2020-01-01,2025-07-10
GRND,2020-01-01,2025-07-10
GS,2020-01-01,2025-07-10
GSAKX,2020-01-01,2025-07-10
GSBD,2020-01-01,2025-07-10
GSCIX,2020-01-01,2025-07-10
GSCKX,2020-01-01,2025-07-10
GSIHX,2020-01-01,2025-07-10
GSIKX,2020-01-01,2025-07-10
GSILX,2020-01-01,2025-07-10
GSIMX,2020-01-01,2025-07-10
GSINX,2020-01-01,2025-07-10
GSIQX,2020-01-01,2025-07-10
GSIYX,2020-01-01,2025-07-10
GSK,2020-01-01,2025-07-10
GSLLX,2020-01-01,2025-07-10
GSNPX,2020-01-01,2025-07-10
GSRKX,2020-01-01,2025-07-10
GSTKX,2020-01-01,2025-07-10
GSTX,2020-01-01,2025-07-10
GSUKX,2020-01-01,2025-07-10
GSXAX,2020-01-01,2025-07-10
GSXCX,2020-01-01,2025-07-10
GSXIX,2020-01-01,2025-07-10
GT,2020-01-01,2025-07-10
GTCSX,2020-01-01,2025-07-10
GTILX,2020-01-01,2025-07-10
GTLB,2020-01-01,2025-07-10
GTLLX,2020-01-01,2025-07-10
GTSCX,2020-01-01,2025-07-10
GURAX,2020-01-01,2025-07-10
GURCX,2020-01-01,2025-07-10
GURIX,2020-01-01,2025-07-10
GURPX,2020-01-01,2025-07-10
GVEQX,2020-01-01,2025-07-10
GVMCX,2020-01-01,2025-07-10
GWEIX,2020-01-01,2025-07-10
GWETX,2020-01-01,2025-07-10
GWEZX,2020-01-01,2025-07-10
GWGIX,2020-01-01,2025-07-10
GWGVX,2020-01-01,2025-07-10
GWGZX,2020-01-01,2025-07-10
GWW,2020-01-01,2025-07-10
HAGAX,2020-01-01,2025-07-10
HAGCX,2020-01-01,2025-07-10
HAGIX,2020-01-01,2025-07-10
HAHAX,2020-01-01,2025-07-10
HAHCX,2020-01-01,2025-07-10
HAHFX,2020-01-01,2025-07-10
HAHIX,2020-01-01,2025-07-10
HAHRX,2020-01-01,2025-07-10
HAHSX,2020-01-01,2025-07-10
HAHTX,2020-01-01,2025-07-10
HAHVX,2020-01-01,2025-07-10
HAHYX,2020-01-01,2025-07-10
HAL,2020-01-01,2025-07-10
HAONX,2020-01-01,2025-07-10
HAORX,2020-01-01,2025-07-10
HAOSX,2020-01-01,2025-07-10
HAS,2020-01-01,2025-07-10
HBAN,2020-01-01,2025-07-10
HBB,2020-01-01,2025-07-10
HBI,2020-01-01,2025-07-10
HCA,2020-01-01,2025-07-10
HCMAX,2020-01-01,2025-07-10
HCXY,2020-01-01,2025-07-10
HD,2020-01-01,2025-07-10
HDAVX,2020-01-01,2025-07-10
HDCVX,2020-01-01,2025-07-10
HDDVX,2020-01-01,2025-07-10
HDIVX,2020-01-01,2025-07-10
HDQVX,2020-01-01,2025-07-10
HDRVX,2020-01-01,2025-07-10
HDTVX,2020-01-01,2025-07-10
HES,2020-01-01,2025-07-10
HFCGX,2020-01-01,2025-07-10
HFMDX,2020-01-01,2025-07-10
HFQAX,2020-01-01,2025-07-10
HFQCX,2020-01-01,2025-07-10
HFQDX,2020-01-01,2025-07-10
HFQIX,2020-01-01,2025-07-10
HFQRX,2020-01-01,2025-07-10
HFQSX,2020-01-01,2025-07-10
HFQTX,2020-01-01,2025-07-10
HFSAX,2020-01-01,2025-07-10
HHDFX,2020-01-01,2025-07-10
HHDVX,2020-01-01,2025-07-10
HIBSX,2020-01-01,2025-07-10
HICGX,2020-01-01,2025-07-10
HIG,2020-01-01,2025-07-10
HIGFX,2020-01-01,2025-07-10
HII,2020-01-01,2025-07-10
HIMDX,2020-01-01,2025-07-10
HIMS,2020-01-01,2025-07-10
HIMX,2020-01-01,2025-07-10
HISIX,2020-01-01,2025-07-10
HKD,2020-01-01,2025-07-10
HLIT,2020-01-01,2025-07-10
HLQVX,2020-01-01,2025-07-10
HLT,2020-01-01,2025-07-10
HLVX,2020-01-01,2025-07-10
HMC,2020-01-01,2025-07-10
HMEAX,2020-01-01,2025-07-10
HMECX,2020-01-01,2025-07-10
HMEZX,2020-01-01,2025-07-10
HMXAX,2020-01-01,2025-07-10
HMXCX,2020-01-01,2025-07-10
HMXIX,2020-01-01,2025-07-10
HNST,2020-01-01,2025-07-10
HOG,2020-01-01,2025-07-10
HOLX,2020-01-01,2025-07-10
HON,2020-01-01,2025-07-10
HOOD,2020-01-01,2025-07-10
HP,2020-01-01,2025-07-10
HPE,2020-01-01,2025-07-10
HPP,2020-01-01,2025-07-10
HPQ,2020-01-01,2025-07-10
HQH,2020-01-01,2025-07-10
HRAUX,2020-01-01,2025-07-10
HRB,2020-01-01,2025-07-10
HRL,2020-01-01,2025-07-10
HRTG,2020-01-01,2025-07-10
HSIC,2020-01-01,2025-07-10
HST,2020-01-01,2025-07-10
HSTAX,2020-01-01,2025-07-10
HSTM,2020-01-01,2025-07-10
HSWCX,2020-01-01,2025-07-10
HSWFX,2020-01-01,2025-07-10
HSWRX,2020-01-01,2025-07-10
HSWSX,2020-01-01,2025-07-10
HSWTX,2020-01-01,2025-07-10
HSWYX,2020-01-01,2025-07-10
HSY,2020-01-01,2025-07-10
HULEX,2020-01-01,2025-07-10
HULIX,2020-01-01,2025-07-10
HUM,2020-01-01,2025-07-10
HUMA,2020-01-01,2025-07-10
HVEIX,2020-01-01,2025-07-10
HWAAX,2020-01-01,2025-07-10
HWACX,2020-01-01,2025-07-10
HWAIX,2020-01-01,2025-07-10
HWAZX,2020-01-01,2025-07-10
HWCAX,2020-01-01,2025-07-10
HWCIX,2020-01-01,2025-07-10
HWGAX,2020-01-01,2025-07-10
HWGIX,2020-01-01,2025-07-10
HWLAX,2020-01-01,2025-07-10
HWLIX,2020-01-01,2025-07-10
HWLZX,2020-01-01,2025-07-10
HWSAX,2020-01-01,2025-07-10
HWSCX,2020-01-01,2025-07-10
HWSIX,2020-01-01,2025-07-10
HWSZX,2020-01-01,2025-07-10
HY,2020-01-01,2025-07-10
HYIZX,2020-01-01,2025-07-10
HYPSX,2020-01-01,2025-07-10
IAG,2020-01-01,2025-07-10
IAVGX,2020-01-01,2025-07-10
IAXAX,2020-01-01,2025-07-10
IAXIX,2020-01-01,2025-07-10
IAXSX,2020-01-01,2025-07-10
IAXTX,2020-01-01,2025-07-10
IBCGX,2020-01-01,2025-07-10
IBGIX,2020-01-01,2025-07-10
IBIT,2020-01-01,2025-07-10
IBM,2020-01-01,2025-07-10
IBN,2020-01-01,2025-07-10
IBSAX,2020-01-01,2025-07-10
IBSSX,2020-01-01,2025-07-10
ICE,2020-01-01,2025-07-10
ICHR,2020-01-01,2025-07-10
ICMPX,2020-01-01,2025-07-10
ICSCX,2020-01-01,2025-07-10
ICSIX,2020-01-01,2025-07-10
ICSNX,2020-01-01,2025-07-10
IDCC,2020-01-01,2025-07-10
IDXX,2020-01-01,2025-07-10
IEGAX,2020-01-01,2025-07-10
IEGCX,2020-01-01,2025-07-10
IEGFX,2020-01-01,2025-07-10
IEGIX,2020-01-01,2025-07-10
IEGYX,2020-01-01,2025-07-10
IFF,2020-01-01,2025-07-10
IFPUX,2020-01-01,2025-07-10
IGA,2020-01-01,2025-07-10
IGD,2020-01-01,2025-07-10
IGISX,2020-01-01,2025-07-10
IGLGX,2020-01-01,2025-07-10
IHFAX,2020-01-01,2025-07-10
IHFCX,2020-01-01,2025-07-10
IHFIX,2020-01-01,2025-07-10
IHS,2020-01-01,2025-07-10
IIVGX,2020-01-01,2025-07-10
ILGRX,2020-01-01,2025-07-10
ILMN,2020-01-01,2025-07-10
IMAX,2020-01-01,2025-07-10
IMIDX,2020-01-01,2025-07-10
IMMR,2020-01-01,2025-07-10
IMNTX,2020-01-01,2025-07-10
INAAX,2020-01-01,2025-07-10
INBX,2020-01-01,2025-07-10
INCY,2020-01-01,2025-07-10
INDAX,2020-01-01,2025-07-10
INDCX,2020-01-01,2025-07-10
INDEX,2020-01-01,2025-07-10
INDI,2020-01-01,2025-07-10
INDIX,2020-01-01,2025-07-10
INFCX,2020-01-01,2025-07-10
INFY,2020-01-01,2025-07-10
INGIX,2020-01-01,2025-07-10
INGN,2020-01-01,2025-07-10
INIIX,2020-01-01,2025-07-10
INPIX,2020-01-01,2025-07-10
INPSX,2020-01-01,2025-07-10
INTC,2020-01-01,2025-07-10
INTT,2020-01-01,2025-07-10
INTU,2020-01-01,2025-07-10
INVYX,2020-01-01,2025-07-10
INYDX,2020-01-01,2025-07-10
IONQ,2020-01-01,2025-07-10
IOVA,2020-01-01,2025-07-10
IP,2020-01-01,2025-07-10
IPG,2020-01-01,2025-07-10
IPGP,2020-01-01,2025-07-10
IPHA,2020-01-01,2025-07-10
IQEPF,2020-01-01,2025-07-10
IQV,2020-01-01,2025-07-10
IR,2020-01-01,2025-07-10
IRM,2020-01-01,2025-07-10
ISIPX,2020-01-01,2025-07-10
ISIVX,2020-01-01,2025-07-10
ISJBX,2020-01-01,2025-07-10
ISRG,2020-01-01,2025-07-10
ISSC,2020-01-01,2025-07-10
ISVGX,2020-01-01,2025-07-10
IT,2020-01-01,2025-07-10
ITRN,2020-01-01,2025-07-10
ITUB,2020-01-01,2025-07-10
ITW,2020-01-01,2025-07-10
IVZ,2020-01-01,2025-07-10
IX,2020-01-01,2025-07-10
IYGIX,2020-01-01,2025-07-10
JAAGX,2020-01-01,2025-07-10
JABAX,2020-01-01,2025-07-10
JABCX,2020-01-01,2025-07-10
JABNX,2020-01-01,2025-07-10
JABRX,2020-01-01,2025-07-10
JACBX,2020-01-01,2025-07-10
JACCX,2020-01-01,2025-07-10
JACEX,2020-01-01,2025-07-10
JACFX,2020-01-01,2025-07-10
JACJX,2020-01-01,2025-07-10
JACLX,2020-01-01,2025-07-10
JACNX,2020-01-01,2025-07-10
JACTX,2020-01-01,2025-07-10
JAENX,2020-01-01,2025-07-10
JAGLX,2020-01-01,2025-07-10
JAMEX,2020-01-01,2025-07-10
JANBX,2020-01-01,2025-07-10
JANEX,2020-01-01,2025-07-10
JANRX,2020-01-01,2025-07-10
JARSX,2020-01-01,2025-07-10
JARTX,2020-01-01,2025-07-10
JBALX,2020-01-01,2025-07-10
JBGS,2020-01-01,2025-07-10
JBHT,2020-01-01,2025-07-10
JBLU,2020-01-01,2025-07-10
JCAPX,2020-01-01,2025-07-10
JCI,2020-01-01,2025-07-10
JCMAX,2020-01-01,2025-07-10
JCNAX,2020-01-01,2025-07-10
JCNCX,2020-01-01,2025-07-10
JCNIX,2020-01-01,2025-07-10
JCNNX,2020-01-01,2025-07-10
JCNRX,2020-01-01,2025-07-10
JCONX,2020-01-01,2025-07-10
JDBAX,2020-01-01,2025-07-10
JDBRX,2020-01-01,2025-07-10
JDCAX,2020-01-01,2025-07-10
JDCRX,2020-01-01,2025-07-10
JDEAX,2020-01-01,2025-07-10
JDERX,2020-01-01,2025-07-10
JDESX,2020-01-01,2025-07-10
JDEUX,2020-01-01,2025-07-10
JDIBX,2020-01-01,2025-07-10
JDICX,2020-01-01,2025-07-10
JDISX,2020-01-01,2025-07-10
JDITX,2020-01-01,2025-07-10
JDIUX,2020-01-01,2025-07-10
JDIVX,2020-01-01,2025-07-10
JDMAX,2020-01-01,2025-07-10
JDMNX,2020-01-01,2025-07-10
JDMRX,2020-01-01,2025-07-10
JDVIX,2020-01-01,2025-07-10
JENIX,2020-01-01,2025-07-10
JENRX,2020-01-01,2025-07-10
JENSX,2020-01-01,2025-07-10
JENYX,2020-01-01,2025-07-10
JEQIX,2020-01-01,2025-07-10
JFIVX,2020-01-01,2025-07-10
JFNAX,2020-01-01,2025-07-10
JFNCX,2020-01-01,2025-07-10
JFNIX,2020-01-01,2025-07-10
JFNNX,2020-01-01,2025-07-10
JFNSX,2020-01-01,2025-07-10
JFRDX,2020-01-01,2025-07-10
JFRNX,2020-01-01,2025-07-10
JGRCX,2020-01-01,2025-07-10
JGRTX,2020-01-01,2025-07-10
JHEQX,2020-01-01,2025-07-10
JHJAX,2020-01-01,2025-07-10
JHJCX,2020-01-01,2025-07-10
JHJIX,2020-01-01,2025-07-10
JHJRX,2020-01-01,2025-07-10
JHQAX,2020-01-01,2025-07-10
JHQCX,2020-01-01,2025-07-10
JHQPX,2020-01-01,2025-07-10
JHQRX,2020-01-01,2025-07-10
JILL,2020-01-01,2025-07-10
JIMEX,2020-01-01,2025-07-10
JKS,2020-01-01,2025-07-10
JLGMX,2020-01-01,2025-07-10
JLGPX,2020-01-01,2025-07-10
JLGQX,2020-01-01,2025-07-10
JLGRX,2020-01-01,2025-07-10
JLGZX,2020-01-01,2025-07-10
JLVMX,2020-01-01,2025-07-10
JLVRX,2020-01-01,2025-07-10
JLVZX,2020-01-01,2025-07-10
JMCCX,2020-01-01,2025-07-10
JMCEX,2020-01-01,2025-07-10
JMCGX,2020-01-01,2025-07-10
JMEEX,2020-01-01,2025-07-10
JMGRX,2020-01-01,2025-07-10
JMIGX,2020-01-01,2025-07-10
JMUEX,2020-01-01,2025-07-10
JNGLX,2020-01-01,2025-07-10
JNJ,2020-01-01,2025-07-10
JNPR,2020-01-01,2025-07-10
JOBY,2020-01-01,2025-07-10
JORAX,2020-01-01,2025-07-10
JORCX,2020-01-01,2025-07-10
JORFX,2020-01-01,2025-07-10
JORIX,2020-01-01,2025-07-10
JORNX,2020-01-01,2025-07-10
JORRX,2020-01-01,2025-07-10
JPM,2020-01-01,2025-07-10
JPPEX,2020-01-01,2025-07-10
JSCRX,2020-01-01,2025-07-10
JSLNX,2020-01-01,2025-07-10
JSVAX,2020-01-01,2025-07-10
JUEAX,2020-01-01,2025-07-10
JUECX,2020-01-01,2025-07-10
JUEMX,2020-01-01,2025-07-10
JUEPX,2020-01-01,2025-07-10
JUEQX,2020-01-01,2025-07-10
JUESX,2020-01-01,2025-07-10
JUEZX,2020-01-01,2025-07-10
JUSRX,2020-01-01,2025-07-10
JWN,2020-01-01,2025-07-10
JXN,2020-01-01,2025-07-10
JZ,2020-01-01,2025-07-10
K,2020-01-01,2025-07-10
KALU,2020-01-01,2025-07-10
KB,2020-01-01,2025-07-10
KC,2020-01-01,2025-07-10
KELYA,2020-01-01,2025-07-10
KELYB,2020-01-01,2025-07-10
KEY,2020-01-01,2025-07-10
KGC,2020-01-01,2025-07-10
KGGAX,2020-01-01,2025-07-10
KGGIX,2020-01-01,2025-07-10
KHC,2020-01-01,2025-07-10
KIFAX,2020-01-01,2025-07-10
KIFCX,2020-01-01,2025-07-10
KIFYX,2020-01-01,2025-07-10
KIM,2020-01-01,2025-07-10
KINAX,2020-01-01,2025-07-10
KINCX,2020-01-01,2025-07-10
KKR,2020-01-01,2025-07-10
KLAC,2020-01-01,2025-07-10
KLIC,2020-01-01,2025-07-10
KMB,2020-01-01,2025-07-10
KMI,2020-01-01,2025-07-10
KMKAX,2020-01-01,2025-07-10
KMKCX,2020-01-01,2025-07-10
KMKNX,2020-01-01,2025-07-10
KMKYX,2020-01-01,2025-07-10
KMX,2020-01-01,2025-07-10
KNPAX,2020-01-01,2025-07-10
KNPCX,2020-01-01,2025-07-10
KNPYX,2020-01-01,2025-07-10
KNTK,2020-01-01,2025-07-10
KO,2020-01-01,2025-07-10
KORE,2020-01-01,2025-07-10
KOS,2020-01-01,2025-07-10
KR,2020-01-01,2025-07-10
KSCOX,2020-01-01,2025-07-10
KSCYX,2020-01-01,2025-07-10
KSOAX,2020-01-01,2025-07-10
KSOCX,2020-01-01,2025-07-10
KSPI,2020-01-01,2025-07-10
KSS,2020-01-01,2025-07-10
KVUE,2020-01-01,2025-07-10
KVYO,2020-01-01,2025-07-10
L,2020-01-01,2025-07-10
LAC,2020-01-01,2025-07-10
LANV,2020-01-01,2025-07-10
LAUR,2020-01-01,2025-07-10
LB,2020-01-01,2025-07-10
LCGFX,2020-01-01,2025-07-10
LCGJX,2020-01-01,2025-07-10
LCGNX,2020-01-01,2025-07-10
LCIAX,2020-01-01,2025-07-10
LCID,2020-01-01,2025-07-10
LCMGX,2020-01-01,2025-07-10
LCORX,2020-01-01,2025-07-10
LCRIX,2020-01-01,2025-07-10
LEE,2020-01-01,2025-07-10
LEG,2020-01-01,2025-07-10
LEN,2020-01-01,2025-07-10
LFMGX,2020-01-01,2025-07-10
LFSFX,2020-01-01,2025-07-10
LFT,2020-01-01,2025-07-10
LFVAX,2020-01-01,2025-07-10
LFVCX,2020-01-01,2025-07-10
LGLAX,2020-01-01,2025-07-10
LGLCX,2020-01-01,2025-07-10
LGLFX,2020-01-01,2025-07-10
LGLIX,2020-01-01,2025-07-10
LGLOX,2020-01-01,2025-07-10
LGLQX,2020-01-01,2025-07-10
LGLRX,2020-01-01,2025-07-10
LGLSX,2020-01-01,2025-07-10
LGLUX,2020-01-01,2025-07-10
LGLVX,2020-01-01,2025-07-10
LGMAX,2020-01-01,2025-07-10
LGMCX,2020-01-01,2025-07-10
LGMNX,2020-01-01,2025-07-10
LGO,2020-01-01,2025-07-10
LH,2020-01-01,2025-07-10
LICY,2020-01-01,2025-07-10
LIVAX,2020-01-01,2025-07-10
LIVIX,2020-01-01,2025-07-10
LIVKX,2020-01-01,2025-07-10
LIVPX,2020-01-01,2025-07-10
LKBAX,2020-01-01,2025-07-10
LKBLX,2020-01-01,2025-07-10
LKQ,2020-01-01,2025-07-10
LLY,2020-01-01,2025-07-10
LMIYX,2020-01-01,2025-07-10
LMT,2020-01-01,2025-07-10
LMVOX,2020-01-01,2025-07-10
LMVVX,2020-01-01,2025-07-10
LMVWX,2020-01-01,2025-07-10
LMVYX,2020-01-01,2025-07-10
LNC,2020-01-01,2025-07-10
LND,2020-01-01,2025-07-10
LNG,2020-01-01,2025-07-10
LNT,2020-01-01,2025-07-10
LOB,2020-01-01,2025-07-10
LOCO,2020-01-01,2025-07-10
LOGBX,2020-01-01,2025-07-10
LOGOX,2020-01-01,2025-07-10
LOW,2020-01-01,2025-07-10
LPG,2020-01-01,2025-07-10
LPSN,2020-01-01,2025-07-10
LQDT,2020-01-01,2025-07-10
LRCX,2020-01-01,2025-07-10
LRN,2020-01-01,2025-07-10
LSHAX,2020-01-01,2025-07-10
LSHCX,2020-01-01,2025-07-10
LSHEX,2020-01-01,2025-07-10
LSHUX,2020-01-01,2025-07-10
LSIZX,2020-01-01,2025-07-10
LSLTX,2020-01-01,2025-07-10
LSOFX,2020-01-01,2025-07-10
LSRCF,2020-01-01,2025-07-10
LSWWX,2020-01-01,2025-07-10
LTC,2020-01-01,2025-07-10
LUMN,2020-01-01,2025-07-10
LUV,2020-01-01,2025-07-10
LVS,2020-01-01,2025-07-10
LYB,2020-01-01,2025-07-10
LYFT,2020-01-01,2025-07-10
LYG,2020-01-01,2025-07-10
LZUOX,2020-01-01,2025-07-10
LZUSX,2020-01-01,2025-07-10
M,2020-01-01,2025-07-10
MA,2020-01-01,2025-07-10
MAA,2020-01-01,2025-07-10
MAC,2020-01-01,2025-07-10
MADCX,2020-01-01,2025-07-10
MAIIX,2020-01-01,2025-07-10
MAIMX,2020-01-01,2025-07-10
MANZF,2020-01-01,2025-07-10
MAPOX,2020-01-01,2025-07-10
MAPTX,2020-01-01,2025-07-10
MAR,2020-01-01,2025-07-10
MARA,2020-01-01,2025-07-10
MAS,2020-01-01,2025-07-10
MAT,2020-01-01,2025-07-10
MATV,2020-01-01,2025-07-10
MAXN,2020-01-01,2025-07-10
MBI,2020-01-01,2025-07-10
MBXAX,2020-01-01,2025-07-10
MBXCX,2020-01-01,2025-07-10
MBXIX,2020-01-01,2025-07-10
MCD,2020-01-01,2025-07-10
MCDCX,2020-01-01,2025-07-10
MCHP,2020-01-01,2025-07-10
MCI,2020-01-01,2025-07-10
MCIMX,2020-01-01,2025-07-10
MCK,2020-01-01,2025-07-10
MCMVX,2020-01-01,2025-07-10
MCN,2020-01-01,2025-07-10
MCO,2020-01-01,2025-07-10
MCRNF,2020-01-01,2025-07-10
MCS,2020-01-01,2025-07-10
MCSDX,2020-01-01,2025-07-10
MCSSX,2020-01-01,2025-07-10
MDDCX,2020-01-01,2025-07-10
MDIIX,2020-01-01,2025-07-10
MDLZ,2020-01-01,2025-07-10
MDT,2020-01-01,2025-07-10
MEERX,2020-01-01,2025-07-10
MEFAX,2020-01-01,2025-07-10
MEFFX,2020-01-01,2025-07-10
MEFNX,2020-01-01,2025-07-10
MEFYX,2020-01-01,2025-07-10
MEFZX,2020-01-01,2025-07-10
MEIRX,2020-01-01,2025-07-10
MELI,2020-01-01,2025-07-10
MERC,2020-01-01,2025-07-10
MET,2020-01-01,2025-07-10
META,2020-01-01,2025-07-15
MEURX,2020-01-01,2025-07-10
MEYWX,2020-01-01,2025-07-10
MFG,2020-01-01,2025-07-10
MFIC,2020-01-01,2025-07-10
MFVAX,2020-01-01,2025-07-10
MFVFX,2020-01-01,2025-07-10
MFVNX,2020-01-01,2025-07-10
MFVSX,2020-01-01,2025-07-10
MFVZX,2020-01-01,2025-07-10
MGA,2020-01-01,2025-07-10
MGHYX,2020-01-01,2025-07-10
MGIAX,2020-01-01,2025-07-10
MGIBX,2020-01-01,2025-07-10
MGISX,2020-01-01,2025-07-10
MGM,2020-01-01,2025-07-10
MGNDX,2020-01-01,2025-07-10
MGOCX,2020-01-01,2025-07-10
MGRAX,2020-01-01,2025-07-10
MGRBX,2020-01-01,2025-07-10
MGRCX,2020-01-01,2025-07-10
MGRDX,2020-01-01,2025-07-10
MGRFX,2020-01-01,2025-07-10
MGRQX,2020-01-01,2025-07-10
MGRRX,2020-01-01,2025-07-10
MGRTX,2020-01-01,2025-07-10
MGRVX,2020-01-01,2025-07-10
MGSEX,2020-01-01,2025-07-10
MGTIX,2020-01-01,2025-07-10
MHCAX,2020-01-01,2025-07-10
MHF,2020-01-01,2025-07-10
MHHIX,2020-01-01,2025-07-10
MHHSX,2020-01-01,2025-07-10
MHK,2020-01-01,2025-07-10
MHYIX,2020-01-01,2025-07-10
MHYRX,2020-01-01,2025-07-10
MHYSX,2020-01-01,2025-07-10
MHYTX,2020-01-01,2025-07-10
MHYWX,2020-01-01,2025-07-10
MHYZX,2020-01-01,2025-07-10
MIEDX,2020-01-01,2025-07-10
MIEIX,2020-01-01,2025-07-10
MIELX,2020-01-01,2025-07-10
MIGBX,2020-01-01,2025-07-10
MIGDX,2020-01-01,2025-07-10
MIGFX,2020-01-01,2025-07-10
MIGHX,2020-01-01,2025-07-10
MIGKX,2020-01-01,2025-07-10
MIGMX,2020-01-01,2025-07-10
MIGNX,2020-01-01,2025-07-10
MIN,2020-01-01,2025-07-10
MINFX,2020-01-01,2025-07-10
MINGX,2020-01-01,2025-07-10
MINHX,2020-01-01,2025-07-10
MINIX,2020-01-01,2025-07-10
MINJX,2020-01-01,2025-07-10
MINRX,2020-01-01,2025-07-10
MINVX,2020-01-01,2025-07-10
MIPTX,2020-01-01,2025-07-10
MIRGX,2020-01-01,2025-07-10
MISMX,2020-01-01,2025-07-10
MITT,2020-01-01,2025-07-10
MITT-PA,2020-01-01,2025-07-10
MITT-PB,2020-01-01,2025-07-10
MIVIX,2020-01-01,2025-07-10
MIZIX,2020-01-01,2025-07-10
MJPNF,2020-01-01,2025-07-10
MKC,2020-01-01,2025-07-10
MKDCX,2020-01-01,2025-07-10
MKHCX,2020-01-01,2025-07-10
MKL,2020-01-01,2025-07-10
MLKN,2020-01-01,2025-07-10
MLM,2020-01-01,2025-07-10
MLNK,2020-01-01,2025-07-10
MLR,2020-01-01,2025-07-10
MMBUX,2020-01-01,2025-07-10
MMC,2020-01-01,2025-07-10
MMDEX,2020-01-01,2025-07-10
MMEAX,2020-01-01,2025-07-10
MMECX,2020-01-01,2025-07-10
MMELX,2020-01-01,2025-07-10
MMEYX,2020-01-01,2025-07-10
MMFVX,2020-01-01,2025-07-10
MMFYX,2020-01-01,2025-07-10
MMIAX,2020-01-01,2025-07-10
MMIJX,2020-01-01,2025-07-10
MMM,2020-01-01,2025-07-10
MMMMX,2020-01-01,2025-07-10
MMT,2020-01-01,2025-07-10
MNHAX,2020-01-01,2025-07-10
MNHCX,2020-01-01,2025-07-10
MNHIX,2020-01-01,2025-07-10
MNHRX,2020-01-01,2025-07-10
MNHWX,2020-01-01,2025-07-10
MNHYX,2020-01-01,2025-07-10
MNMD,2020-01-01,2025-07-10
MNOSX,2020-01-01,2025-07-10
MNOWX,2020-01-01,2025-07-10
MNOZX,2020-01-01,2025-07-10
MNRGX,2020-01-01,2025-07-10
MNSQX,2020-01-01,2025-07-10
MNST,2020-01-01,2025-07-10
MNVAX,2020-01-01,2025-07-10
MNVRX,2020-01-01,2025-07-10
MO,2020-01-01,2025-07-10
MOPBX,2020-01-01,2025-07-10
MOS,2020-01-01,2025-07-10
MOWIX,2020-01-01,2025-07-10
MOWNX,2020-01-01,2025-07-10
MPC,2020-01-01,2025-07-10
MPLN,2020-01-01,2025-07-10
MPV,2020-01-01,2025-07-10
MPW,2020-01-01,2025-07-10
MQ,2020-01-01,2025-07-10
MQGIX,2020-01-01,2025-07-10
MRERX,2020-01-01,2025-07-10
MRFOX,2020-01-01,2025-07-10
MRGAX,2020-01-01,2025-07-10
MRGBX,2020-01-01,2025-07-10
MRGCX,2020-01-01,2025-07-10
MRGGX,2020-01-01,2025-07-10
MRGHX,2020-01-01,2025-07-10
MRGJX,2020-01-01,2025-07-10
MRGKX,2020-01-01,2025-07-10
MRGRX,2020-01-01,2025-07-10
MRIMX,2020-01-01,2025-07-10
MRK,2020-01-01,2025-07-10
MRLIX,2020-01-01,2025-07-10
MRLSX,2020-01-01,2025-07-10
MRLTX,2020-01-01,2025-07-10
MRNA,2020-01-01,2025-07-10
MRVL,2020-01-01,2025-07-10
MRX,2020-01-01,2025-07-10
MS,2020-01-01,2025-07-10
MSEIX,2020-01-01,2025-07-10
MSFAX,2020-01-01,2025-07-10
MSFBX,2020-01-01,2025-07-10
MSFLX,2020-01-01,2025-07-10
MSFT,2020-01-01,2025-07-17
MSGE,2020-01-01,2025-07-10
MSGFX,2020-01-01,2025-07-10
MSI,2020-01-01,2025-07-10
MSMLX,2020-01-01,2025-07-10
MSOAX,2020-01-01,2025-07-10
MSOIX,2020-01-01,2025-07-10
MSTR,2020-01-01,2025-07-10
MSTX,2020-01-01,2025-07-10
MTAL,2020-01-01,2025-07-10
MTB,2020-01-01,2025-07-10
MTCH,2020-01-01,2025-07-10
MTD,2020-01-01,2025-07-10
MU,2020-01-01,2025-07-10
MUFG,2020-01-01,2025-07-10
MUIGX,2020-01-01,2025-07-10
MUNDX,2020-01-01,2025-07-10
MUOAX,2020-01-01,2025-07-10
MUOCX,2020-01-01,2025-07-10
MUOIX,2020-01-01,2025-07-10
MUOSX,2020-01-01,2025-07-10
MWFEX,2020-01-01,2025-07-10
MWMIX,2020-01-01,2025-07-10
MWMZX,2020-01-01,2025-07-10
MXEBX,2020-01-01,2025-07-10
MXETX,2020-01-01,2025-07-10
MXF,2020-01-01,2025-07-10
MXGSX,2020-01-01,2025-07-10
MXLGX,2020-01-01,2025-07-10
MYHCX,2020-01-01,2025-07-10
MYIEX,2020-01-01,2025-07-10
MYIMX,2020-01-01,2025-07-10
MYTE,2020-01-01,2025-07-10
NAEFX,2020-01-01,2025-07-10
NAIGX,2020-01-01,2025-07-10
NALFX,2020-01-01,2025-07-10
NAVFX,2020-01-01,2025-07-10
NAVI,2020-01-01,2025-07-10
NBGAX,2020-01-01,2025-07-10
NBGEX,2020-01-01,2025-07-10
NBGIX,2020-01-01,2025-07-10
NBGNX,2020-01-01,2025-07-10
NBGTX,2020-01-01,2025-07-10
NBGUX,2020-01-01,2025-07-10
NBR,2020-01-01,2025-07-10
NCIGX,2020-01-01,2025-07-10
NCLH,2020-01-01,2025-07-10
NDAQ,2020-01-01,2025-07-10
NDLS,2020-01-01,2025-07-10
NE,2020-01-01,2025-07-10
